"","klasifikasi","score","text"
"8586","Negatif",-2,"aiptu abdul rouf bhabinkamtibmas keluarga sunyaragi sambang warga rw karang jalak sunyaragi  sampa pesan kamtibmas  mensosialisai adaptasi    putus mata rantai  coronacovid suai  protokol kasusehatanpictwittercomkwcfnywm"
"8587","Positif",4,"kasihan   rakyat ditakutin  angka korban     nyata  pasien ditawari uang jtjt   a positif   ttd surat nyata dokter  kejar insentif  pemerintah  mulia  pintar kalianğÿ˜‰"
"8588","Positif",1," tanggap  kena bubar gugus tugas cepat penanganan    presiden  â€"
"8589","Positif",1,"pemerintah indonesia  jul terima dana â miliar kitar rp triliun  pemerintah jepang  bantu penanganan wabah  dana    pinjam nilai â miliar kitar rp trilun  hibah â milliar kitar rp miliar"
"8590","Positif",1," kembang   duniapelindungan wni  pkl wib  wni konfirmasi  diğÿ‡ğÿ‡ğÿ‡ğÿ‡ğÿ‡ğÿ‡sembuh  ğÿ‡ğÿ‡ğÿ‡ğÿ‡ a tinggal diğÿ‡ğÿ‡ total wni konfirmasi   ln  sembuh tinggal  awat viapictwittercomxrxmytrc"
"8591","Positif",1,"  dunia   indonesia  ubah lumayan  after pandemi   banggabuatanindonesia kitabelakitabeli"
"8592","Negatif",-1,"anjing pekingsoir   divaksinkadrun  kasih vaksin kalo kna   pikir beli pakai duit   kali yaamreka pikir pemerintah gaji pakai duit        joko lengserr eeh   lengser"
"8593","Positif",0,"dolar kiwi      sokong  tingkat  beerusan  data ekonomi new zealand   jaya ekang cetus gelombang   â€"
"8594","Positif",2,"    kerja   amal langkahlangkah cegah    majlis selamat negara jabat terang malaysia pkpp kitateguhkitamenang psacovidm komunikasikita â€"
"8595","Negatif",-2,"giat pawas nesea personil piket laksana sosialisasi  antisipasi wabah pandemi   warga  kumpul  makan warung â€"
"8596","Positif",0,"masker     ruang  lenggang  masker   disiplin patuh protokol sehat  hindar   pictwittercomqoowcmn"
"8597","Positif",0,"gud mrng tweeps ğÿ˜˜ jogging tuesdaytip tuesdaymood  priyankachopra navelqueen navelshow mtvhotttest pictwittercomrnrjynn"
"8598","Positif",0,"mari patuh atur  lintas   patuh protokol sehat  polripromoter polrihumanis poldasumsel sumsel polrestabespalembang polsekibpalembang polsekkeapati polsekkambojaâ€ â€"
"8599","Positif",2," tenaga medis positif  igd rsud  moeis samarinda tutup "
"8600","Positif",1,"kadin indonesia atak gugus tugas cepat penanganan   fokus  aspek sehat korantempo misibaruerickthohir"
"8601","Positif",0," ubah   meningginanya  bangsa  beli produk  neger cetus gerak nasional banggabuatanindonesia kitabelakitabeli"
"8602","Negatif",-2,"sahabatpengayoman pandemi    situasi ekonomi  dunia buruk masuk dampak  hadap ekonomi indonesia    tantang serius  pemerintah  dapatâ€ â€"
"8603","Positif",0,"bhabinkamtibmas desa limau mungkur kecpematang jaya bripka suzenko chairy laks giat dds  sampa pesan   adaptasi ubah ubah      masker   anjuran pemerintah kait protokol sehat cegah  pictwittercomwkvkefaur"
"8604","Positif",0,"alhamdulillah   landa pandemi  wisuda universitas buka  total alumni orang  lancar laksana layak live tv nasional  upbjj a saksi  alumni danâ€ â€"
"8605","Positif",0,"lindung    penulran    gun masker  keluarâ€ â€"
"8606","Negatif",-3,"bakti sosialpolri peduli covidyang isi  giat  bantu sembako hadap warga masyarakat  dampak pandemi   kapolres metro jakaa utara  warga  wilayah keluarga semper timur c cilincing jakaa utara pictwittercomgztemu"
"8607","Negatif",-3,"tanam  jarak     lupa   masker  rajin cuci tang ya  lawan      lokasikampung iklim rw â€"
"8608","Negatif",-1,"   woy rame  ya ğÿ˜"
"8609","Positif",0,"hmmm     alami ubah  pandemi     indonesia loh ya    dunia   banget  banggabuatanindonesia kitabelakitabeli"
"8610","Negatif",-1,"dengerdenger  mega gym  tutup  ya due    kah"
"8611","Negatif",-4,"sepeda  salah  pilih olahraga  transpoasi  minat orang  pandemi  wabah   salah  tren sepeda      kotakota  tetapiâ€ â€"
"8612","Positif",0,"sokong sentimen risiko    hadap kembang vaksin   harga minyak   stabil bhbisnes"
"8613","Negatif",-1,"ya    era pandemik  ayuh ibuibu a kaji impak pandemik  ibuanak    bantu tingkat sokonganbantuan khusus ibubayi a  link â€  malaysia upm kitajagakita â€"
"8614","Negatif",-1,"cegah penularancovid  vdj ventilasi durasi jarak  ya    disekitar   waspada  staysafestayhome vdj pictwittercomdqngjysa"
"8615","Positif",0," jaga sehat a cegah sebar   anggota jaga kodim skh laksana protokol   ecek suhu badan hadap tamu  kunjung  makodimpictwittercomwyehxpbs"
"8616","Positif",1,"sob sekal  dengar  dokter  ahli sehat kait pandemi     kompeten    dengar  ahli lai   nimbrung beri analisa sehat"
"8617","Negatif",-1,"mari samasama  lawan sebar    lawancorona dirumahaja pictwittercomkatoyhdr"
"8618","Negatif",-1,"mari samasama  lawan sebar    lawancorona dirumahaja pictwittercomtwkfzpiet"
"8619","Negatif",-2,"bismillah  hasil ikhlas  legowo ajaahh insya allah     bantu pemerintah putus mata rantai tular      sadar  kelak hidup  tidakâ€ â€"
"8620","Negatif",-1,"mari samasama  lawan sebar    lawancorona dirumahaja pictwittercompelltnawi"
"8621","Negatif",-1,"ilmuwan  kol  mentimun   angka mati     sayur "
"8622","Positif",0," indonesia    ubah    akibat pandemi   banggabuatanindonesia kitabelakitabeli"
"8623","Negatif",-1,"mari samasama  lawan sebar    lawancorona dirumahaja pictwittercomzpfodyanr"
"8624","Positif",0,"relawan kampung tangguh latih pemulasaraan jenazah pasien "
"8625","Positif",0,"aliansi mahasiswa universitas pasifik  pulau morotai sorot metode kuliah daring   â€"
"8626","Positif",2," riwayat pasien positif   riauriaupos  coronajokwoi updatecovid â€"
"8627","Negatif",-1,"patroli gabung koramil jatikalen polsek jatikalen dalamrangka antisipasi jahat kriminal  sebar  covib physical distancing laksana himbauan  warga   masker cuci tang jaga jarak  antisipasi sebar covidpictwittercomsevhikj"
"8628","Negatif",-2,"  lihat  tabel tren peumbuhan ekonomi tuh  pandemi    lambat peumbuhan ekonomi akibat pandemi   proyeksi peumbuhan ekonomi  indonesia kitar nan banggabuatanindonesia kitabelakitabeli"
"8629","Positif",0,"masker     ruang  lenggang  masker   disiplin patuh protokol sehat  hindar   pictwittercomxqpjxhfk"
"8630","Positif",0,"polseksyiahkuala anggota polsek syiah kuala patroli  himbauan  adaptasi     pakai maskercek suhu tubuh  jaga jarak  pencegahaanpenyebaran   senin  cafeâ€ â€"
"8631","Negatif",-2,"sobat someah lengkap  sobat someah  anakcovid   webinar awam adaptasi    anak  sekal informasiedukasi   beri  ahli  catat  ya t lengkap   infografis ğÿ‘‡ pictwittercomwjrlodj"
"8632","Positif",0,"rute bogorjkt kota baharu status jaga jarak sosial social distancing hadap risiko tular covidanakkereta krlcommuterline commuterline krl jakaacommuterline jakaa kcioke ptkci"
"8633","Negatif",-3,"  malas baca bubar gugus tugas   ganti  â€œsatuan tugas penanganan   pemulihan ekonomi nasionalâ€ pimpin  erick thohir    ya   gabung  pemulihan ekonomi biar sehat  ekonomi jalan bareng â€"
"8634","Positif",0,"kampanye protokol sehat  cegah coviddengan cuci tanganjaga jarak  pakai masker anticovid polisisumsel polisipalembang anomsetyadji andes roytambunan pnerhpâ€ â€"
"8635","Negatif",-1,"cek  tvri belajardarirumah belajardirumah sekolah  coronavirus viruscorona beritaterkini berita beritaviral  covidindonesia covidãƒ   viral viralkan â€"
"8636","Positif",0,"saham  inaf kaef  roket indofarma inaf  distribusi vaksin covidmarket â€"
"8637","Positif",0,"       dampak  alami ubah pasca pandemi   pandemi    dampak  indonesia  dunia banggabuatanindonesia kitabelakitabeli"
"8638","Negatif",-1,"rakyat malaysia jom cegah gelombang   amal gue  amal    putus rantai jangkit  pkpp kitateguhkitamenang komunikasikita psacovidm â€"
"8639","Negatif",-1," lambat peumbuhan ekonomi akibat pandemi    lihat  tabel tren peumbuhan ekonomi  proyeksi peumbuhan ekonomi indonesia kitar loh banggabuatanindonesia kitabelakitabeli"
"8640","Negatif",-3,"engah juang lawan   berat  vaksin  temu  kebodohanvirus hoax  muncul berat bos"
"8641","Positif",0,"antisipasi potensi tular   airborne suai imbau himpun dokter paru indonesia pdpipictwittercomjuqrnwwqv"
"8642","Negatif",-1,"kepri bentuk smasmk  kampus tangguh  â€ pictwittercommpbjfrlqa"
"8643","Negatif",-1,"repost kemenhub kawanlaut disiplin  kunci hasil cegah sebar  masingmasing     disiplin   terap pola bias  pei cuci tanganâ€ â€"
"8644","Positif",0,"  tingkat  daerah iniposko aktif  siapsia "
"8645","Negatif",-1,"ğ‚ğğ•ğˆğƒğÿğÿ—ğ‰ğ€ğğ†ğ€ğ ğ€ğ‹ğğ€ orang ramai nasihat  ambil mudah  pandang ringan hadap pandemik     menang  patuh sop    ğÿ‘ kitamestimenang covidmalaysiaâ€ â€"
"8646","Positif",1," sembuh   pictwittercomqnxsql"
"8647","Positif",0,"launching kampung tangguh meru desa suka  tangkalâ  â€"
"8648","Negatif",-2,"  jurgen klopp pas wawancara         bea  wabah  orang latih sepak bola  enak topi baseball   layak  "
"8649","Positif",2,"tenaga medis positif   y beambah"
"8650","Positif",0,"ringan bayar ukt semester ganjil  bentuk   dukung pemerintah r  pimpin institusi pnup hadap mahasiswa utama  kena dampak pandemi    iniâ€ â€"
"8651","Positif",1," pasar hewan tawangsari sukoharjo laksana operasi masker  peneiban protokol sehat  mengurangimencegah resiko sebar   pictwittercomldmbwnqrs"
"8652","Negatif",-2,"masuk   pandemi   indonesia aktivitas kerja  adaptasi       gedung kantor   milik potensi  tular  baca adadikompas covidpictwittercomfjyqbgkjv"
"8653","Negatif",-2,"   oke gua bahas ya gugus tugas awat orang pasien  habis   rp juta â€ linetoday"
"8654","Positif",0,"  juta vaksin  oxfordastrazeneca  sedia september taucepattanpabatas beritaterkini international beritainternasional â€"
"8655","Negatif",-1,"adalagi  berpendapatcovid  buah konspirasi globalğÿ˜š"
"8656","Positif",0,"ekonomi indonesia   dampak sebar    prediksi bi juli hai unk  bank sentral   kuat koordinasi  pemerintahotoritas kait  monitor dinamika sebar   dampak  ekonomi indonesia kemendag pictwittercomhlaeimopi"
"8657","Negatif",-3,"sahabatpembangunan    lakukan jalan wisata   aman    disiplin terap adaptasi   ya ğÿ˜     cek    bawa lengkap  pei hand sanitizer  masker cadanganğÿğÿpictwittercomfgheozpou"
"8658","Positif",1,"makassarâ€“ cegah sebar   kota makassar babinsa  bhabinkamtibmas  masker logo tnipolri  angkat bendera star  kapolrestabes makassar  dandim  rombong babinsa  bhabinkamtibmas  sepeda motor dilepaspictwittercomnidkvqo"
"8659","Positif",3,"hati   tau   nyebar psikologi     anak muda   gampang pengaruh  bikin   percaya   bikin  korban  "
"8660","Positif",2,"  menteri kabinet brazil positif  presiden braziljair bolsonar â€"
"8661","Positif",0,"hindar kerumun  cegah tular  cegahcoronabersama pictwittercomdyhtiusa"
"8662","Negatif",-3,"orang kanakkanak saudi maut  batang uji  patah  rongga hidung â€"
"8663","Positif",0,"  medis kitadr perawatdllnyabanyak  tinggal       drperawatdllnya   drop  tiongkok  peanyaan serius sila     ahli  bijak politik  peiwi sejati merdeka  mati"
"8664","Positif",0,"masker     ruang  lenggang  masker   disiplin patuh protokol sehat  hindar   pictwittercomgbkvtfcqp"
"8665","Negatif",-1," banget ais influencer  orang sok tau goblok  nyebarin disinformasi  duh gusti nu agung  sadar  bacot  kontribusi hadap angka mati korban    beban tenaga medis damagenya  kontrol njingpictwittercomvdtipmrv"
"8666","Positif",0,"halo geng   pika  ajar indonesia  korea adakan webinar  tema curhat  psikologi ahli kena permasalahandampak  akibat pandemi        tinggal  korea    indonesianegara    dftr conpictwittercomdwlgocas"
"8667","Positif",0,"polseksyiahkuala anggota polsek syiah kuala patroli  himbauan  adaptasi     pakai maskercek suhu tubuh  jaga jarak  pencegahaanpenyebaran   senin  cafeâ€ â€"
"8668","Negatif",-1,"ğ‚ğğ•ğˆğƒğÿğÿ—ğ‰ğ€ğğ†ğ€ğ ğ€ğ‹ğğ€ orang ramai nasihat  ambil mudah  pandang ringan hadap pandemik     menang  patuh sop    ğÿ‘ sumberpictwittercomznsscgy"
"8669","Positif",1," warga karawang positif  pulang  timur  â€"
"8670","Positif",0,"babinsa koramil bengkalis serda mustaqim besea tim gabung melaksanakansosialisasi atur terap disiplin  cek suhu tubuh   penyebrangan roro    masker  cegah sebar   kab bengkalispictwittercomlgnlnx"
"8671","Negatif",-3," tafsir   kena   sasar korban     embus isu test   tes mati   lari  wajib tes dahlaniskan â€"
"8672","Positif",1,"aduh    gelintir individu   patuh arah kaurantin       nak raya minggu depanğÿ˜ğÿ˜ğÿ™kisahdunia  gelang tag wanita wristband â€"
"8673","Positif",4," ya kalo  bijak pasien positif  hidup  keluarga tanggung   sakit  pasien  jujur   dikit â€"
"8674","Negatif",-1,"kratonanggota polsek kraton langsung  pimpin kanit lantas iptu sugiao laksana himbauann disekitar obyek wisata tamansari keraton jogjakaa   cegah sebar covidâ€ â€"
"8675","Positif",0,"ommax update info  reposted from idntimes presiden jokowi resmi bubar gugus tugas cepat penanganan    teuang  atur presiden pres nomor  â€ â€"
"8676","Positif",0,"kunjung  pemkot nas pariwisata medan    akomodasi perihal na laksana protokol sehat stay away from  keep healthy keep clean social distancingâ€ â€"
"8677","Positif",0,"halo ndan rapat rutin kait evaluasi penanganan   pimpin  wakil gubernur ntb  hj sitti rohmi djalilah  langsung   beempat  ruang rapat anggrek kantor gubernur ntbâ€ â€"
"8678","Positif",0,"former chief priest of tirupati temple srinivasa dikshitulu passes away due   â€ via"
"8679","Negatif",-2,"foto cerita    tibatiba  foto  korban   bujur kaku bungkus plastik  buah rumah sakit    joshua irwandimenjadi viral  media mainstream  media sosial fotografi kompas â€"
"8680","Positif",0,"  wujud  dukung  usaha mikro   umkm indonesia  kena dampak pandemi  banggabuatanindonesia kitabelakitabeli"
"8681","Positif",1,"allhamdulillah berkat   iso dadi acara anggur  acara"
"8682","Positif",3," olahraga    gaya hidup  disiplin  solidaritas semoga pandemi        patuh protokol sehat jaga jarak rajin cuci tang  sabun  masker  intens olahraga humaspoldakepri pictwittercomdawsbuh"
"8683","Negatif",-1,"evaluasi protokol sehat  penanganan jenazah "
"8684","Positif",0," pandemi   sosialisasi  warga sasaranâ tmmd â€"
"8685","Negatif",-1,"beambah warga warga depok tinggal akibat  capai orang â€"
"8686","Positif",0,"salin    suspek  probable  lakukan  rumah sakit rujuk "
"8687","Positif",0,"rangkai healinepeduli   juli gerak manusia   pandemi   fm dukung  baliholidaymandiritours bersamacabang buleleng kepadaâ€ â€"
"8688","Negatif",-1," you know  pas  mei  presiden indonesia  resmi buah gerak  beajuk banggabuatanindonesia kitabelakitabeli  dukung umkm indonesia  kena dampak "
"8689","Positif",2,"   daerah ab     beda    mastik  gone    komorbid    muda    sembuh     mastik   jaga"
"8690","Negatif",-1,"   sakit     kenal   wabah  wuhan tiongkok  desember     buah pandemi     negara   dunia kkmuntiajawara kkmuntia"
"8691","Negatif",-1,"cipta suasana  sehat  nyaman  lingkung kerja tugas polisi sektor mandiraja laksana giat bersihbersih mako  kendara nas a  putus mata rantai sebar   â€ â€"
"8692","Negatif",-1,"jelang pilkada tugas coklit  apd lengkap cegah "
"8693","Positif",0,"      abang gue dbd rawat   rs  menangani   finefine    suruh a "
"8694","Negatif",-1,"giat patroli kryd  harkamtibmas a beri himbauan  masyarakat  patuh anjuran pemerintah kait cegah  coronacovid  wilayah hukum polsek pasawahan polsekpasawahan polrespurwakaa pictwittercomaiopbsya"
"8695","Positif",0,"wes      rakyat indonesia  vaksin  cina   tolak rame rame   penanganan  pei  rakyat   hawatir"
"8696","Negatif",-1,"assalaamualaikum sugeng enjing warga kotasolo titen ora karo dalan iki hayo mesti wis dho ngei yen status solomasihklb   pasien  beambah   pakaimasker jagajarak hindarikerumunan  cucitanganpakaisabun ya waspadangati  ya pictwittercomuxnmnppv"
"8697","Positif",1,"menawarkan pesona  tarik hati   jernih air laut pasir menyerupai merica  batu karang kokoh nan cantik  selesai pandemi   rencana libur penasaran  tempatâ€ â€"
"8698","Positif",0,"koramil polokao  anggota polsek polokao laksana himbauan penguunaan masker  protokol sehat  cegah sebar    pemancingan rowo dukuh lurah dukuh sukoharjopictwittercomnbctlvgbvz"
"8699","Positif",0," refer  data   jakaa pictwittercomlulmbzdqt"
"8700","Negatif",-2,"ubah   pandemi     nama  pandemi  bencana global    orang   kena dampak banggabuatanindonesia kitabelakitabeli"
"8701","Positif",0,"selangor sultan slams â€˜uncivilisedâ€™ vandalism of  mural â€"
